Epoch,TrainLoss,ValPSNR,ValSSIM,ValLPIPS
1,0.519626362401931,12.974744101365408,0.48500597,0.630826698616147
2,0.4965248552502179,12.67828599611918,0.4514788,0.6103955755631129
3,0.48924397493972155,13.240915457407633,0.48003688,0.5988270690043768
4,0.48620443803365115,13.067505478858948,0.4662445,0.5941810061534246
5,0.4834928478373856,13.181400696436564,0.5065732,0.5882455967366695
6,0.4821130286474697,13.251380443572998,0.47826982,0.6015248248974482
7,0.4830690764012884,13.198870738347372,0.49888456,0.5943241088340679
8,0.48402104172550264,12.981742680072784,0.48704475,0.5909510590136051
9,0.4764435125178978,13.935502807299295,0.5185706,0.5645218466718992
10,0.4430333043708176,15.566867252190907,0.5979357,0.4995832275599241
11,0.41814107875354956,15.943485260009766,0.607363,0.4777536541223526
12,0.3974279790628152,16.746444761753082,0.6548296,0.43528727317849797
13,0.3833508906794376,17.07726889848709,0.6834764,0.4036181864018242
14,0.37383524853675093,17.05851213137309,0.6821459,0.4072872418910265
15,0.36277442926266157,16.418335497379303,0.67531705,0.40492917597293854
16,0.3581484360773055,17.616918702920277,0.69525623,0.3931904397904873
17,0.35165318358139913,18.105838040510815,0.6822029,0.38694255736966926
18,0.3441680103051858,17.36068159341812,0.6876508,0.3892111924166481
19,0.33853680383963664,17.190907955169678,0.675026,0.36614391300827265
20,0.3360156714916229,17.354889412720997,0.698612,0.3605889988442262
21,0.33406521795225924,18.03515237569809,0.69545656,0.36759756195048493
22,0.3254543572175698,18.164214928944904,0.7013378,0.3754532641420762
23,0.3280002797236208,18.305565853913624,0.71386635,0.35918174249430496
24,0.32425246277793507,18.11036225159963,0.73181957,0.3442103586470087
25,0.3222517928139108,18.120696485042572,0.7287422,0.3519134329011043
26,0.3191539342286157,17.84492113192876,0.72658294,0.3421154984583457
27,0.3138238973304874,17.365400711695354,0.7155418,0.35230639670044184
28,0.3125536334319193,18.93676871061325,0.751331,0.33460842569669086
29,0.3128036812680667,18.66528860727946,0.7356533,0.34264532662928104
30,0.31023876222430685,18.78178745508194,0.7389749,0.34653184035172063
31,0.3086808575469939,18.39469426870346,0.72391886,0.32800928068657714
32,0.30494374965057996,17.992292523384094,0.7234255,0.34436852640161913
33,0.3092438612805038,18.211913764476776,0.7529466,0.3317460650578141
34,0.30575635491824543,18.992778718471527,0.7472262,0.3236824298898379
35,0.30282162056594597,17.602756480375927,0.72763526,0.33620252925902605
36,0.3063859582924452,19.014103889465332,0.73212254,0.33373408298939466
37,0.30282999917131953,18.132291158040363,0.7458923,0.32624309199551743
38,0.3038021355378823,18.858453075091045,0.73747796,0.3265907869984706
39,0.2969007714361441,18.041939278443653,0.74810344,0.3207680744429429
40,0.29985100226324113,18.615298708279926,0.7475824,0.32642252650111914
41,0.2992271693026433,17.801500101884205,0.7358151,0.31102321452150744
42,0.2963054346256569,17.784812569618225,0.73766214,0.3202847136805455
43,0.3002487960897508,18.513608554999035,0.73856187,0.31271484556297463
44,0.2951498373610074,17.879693965117138,0.7512481,0.3095624453077714
45,0.2963694983818492,18.076301713784535,0.7178952,0.33118042225639027
46,0.29786665713200805,18.04958935578664,0.7510647,0.3165521730358402
47,0.29719797851609403,18.283203661441803,0.72726077,0.3228918546810746
48,0.29666087959633497,18.21382910013199,0.7117258,0.3253142097964883
49,0.29436815224710056,17.758376439412434,0.7469311,0.30027929538240034
50,0.2933408329721357,17.574512521425884,0.7248982,0.3139411409695943
51,0.2919882833957672,18.90395661195119,0.76870483,0.29427823548515636
52,0.29186060365106237,18.81312793493271,0.7715777,0.2906360284735759
53,0.2926283578892223,18.582478125890095,0.7483253,0.3037952085336049
54,0.2877957466684404,17.968388239542644,0.73355734,0.3061944929262002
55,0.2911708416020284,17.931493520736694,0.74340445,0.30212579388171434
56,0.2882305422767264,18.089654743671417,0.7580806,0.2960723675787449
57,0.28534544808942763,17.742046495278675,0.76857984,0.29288534230242175
58,0.2863590089512653,18.55998094876607,0.7637262,0.28925555168340605
59,0.28668380980608893,18.044706443945568,0.74069846,0.3077246369794011
60,0.28622021269602854,18.235520521799724,0.73436177,0.30162433503816527
61,0.283539279562528,18.66316952308019,0.76666194,0.29135897879799205
62,0.28269018428247483,17.980748057365417,0.76550394,0.2825979810828964
