Epoch,TrainLoss,ValPSNR,ValSSIM,ValLPIPS
63,0.2847447331811561,18.711605966091156,0.7320687,0.3100227465232213
64,0.28040322685827973,18.13968865076701,0.7599209,0.28690175618976355
65,0.28071395832984175,18.870015303293865,0.76562226,0.2805009378741185
66,0.28365041364411836,16.89824092388153,0.7386626,0.2835488210742672
67,0.2807916798552529,18.015497863292694,0.7663067,0.2741253077983856
68,0.2796547762194618,18.576839963595074,0.76183295,0.2768807044873635
69,0.2800860158244117,19.697409689426422,0.7712311,0.2845597903554638
70,0.2744903605980951,19.652462482452393,0.7636808,0.2805199095358451
71,0.27630901825232584,18.76321103175481,0.75184435,0.2787092508127292
72,0.2768883399787496,18.005003174146015,0.75618726,0.2712414500614007
73,0.27252623902969675,18.181647618611652,0.75860983,0.2763358984763424
74,0.2733680957653483,18.30586842695872,0.74617136,0.2856415969630082
75,0.27878238285174134,19.251627425352734,0.76870155,0.2665059181551139
76,0.27311534129205295,18.58835995197296,0.7497755,0.27414297840247553
77,0.2722465435012442,18.457751870155334,0.7718993,0.25576665562887985
78,0.27010658749791444,19.089668492476147,0.74807984,0.28027945570647717
79,0.2711387115423797,18.181926985581715,0.7389096,0.27339765056967735
80,0.2672531653623112,18.638360778490703,0.76433176,0.2528722394878666
81,0.2684172096311069,19.705307205518086,0.7763156,0.257302051410079
82,0.26735815185992445,19.704473356405895,0.78259087,0.2530615006883939
83,0.2647196061787058,18.03732893864314,0.7520292,0.2530811568722129
84,0.26453496173757024,19.403468310832977,0.7794538,0.24421883529673022
85,0.264601789292742,19.386559347311657,0.7723049,0.24835035391151905
86,0.26623862200096005,19.443520188331604,0.7655644,0.25206695838520926
87,0.2611810259643148,18.88122856616974,0.76642066,0.24381067045032978
88,0.25792497372040984,19.40122111638387,0.76338553,0.24278436166544753
89,0.2619512252143172,20.241616169611614,0.7669185,0.2383894094576438
90,0.2600343899160135,18.83343110481898,0.7495287,0.2412191393474738
91,0.26143586147026937,19.776340981324513,0.78286266,0.23993078246712685
92,0.25974842002157306,19.509429653485615,0.7691179,0.23684108319381875
93,0.2560843292806969,18.7653622229894,0.7651546,0.24359498545527458
94,0.25757250458490655,19.660765528678894,0.7715551,0.24000156205147505
95,0.25751452172388795,19.53836528460185,0.7555247,0.25153255617866915
96,0.2577542525822999,19.940735936164856,0.75859857,0.2465398047740261
97,0.25845312143935534,20.66348393758138,0.7856722,0.22373825994630656
98,0.259435448245924,18.770499149958294,0.7825685,0.23166937629381817
99,0.26131446830561905,18.648193538188934,0.777308,0.2320368681102991
100,0.2566756740456722,18.990850806236267,0.75532615,0.23842623302092153
101,0.2534730175479514,19.08705182870229,0.76760614,0.22646849416196346
102,0.25515968926617355,19.27365126212438,0.7767836,0.22791202149043482
103,0.25652204649370225,18.954092462857563,0.76326615,0.23553253679225844
104,0.25419022900159244,19.19067386786143,0.77487826,0.2283815173432231
105,0.25207814940663636,19.65227021773656,0.7814017,0.22197187102089325
106,0.25399214346877863,19.803288360436756,0.76418215,0.24683605413883924
107,0.2537129093877605,19.560816129048664,0.76847684,0.22923556560029587
108,0.25260320867671343,20.268674393494923,0.7805314,0.2380819745982687
109,0.25031356831065943,19.745557467142742,0.7867094,0.22473693080246449
110,0.25008517796876,20.347726742426556,0.7633124,0.24206986868133146
111,0.2494544179224577,18.90667591492335,0.76346976,0.23492602196832496
112,0.24953410908824109,20.500358819961548,0.7805775,0.2372831640144189
113,0.25011850820213066,20.031483074029286,0.76452273,0.23710548877716064
114,0.24979248471924517,19.57387101650238,0.7807921,0.23400205591072637
115,0.24953468803499565,20.014845689137776,0.7672172,0.23220513947308064
116,0.24892932494155695,19.550491988658905,0.79418737,0.2272451299553116
117,0.2475294018866586,18.710087577501934,0.758938,0.22746133090307316
118,0.24733613675735036,19.97258323431015,0.7637997,0.24092622256527346
119,0.2487566026507831,19.482248783111572,0.7763593,0.2229813439771533
120,0.2525220928622074,20.567520439624786,0.77670705,0.23010992631316185
